patient_id,ews_var_epithelial,ews_var_mesenchymal,ews_skew_emt,ews_kurt_emt,ews_cv_mesenchymal,ews_em_ratio,ews_composite
TCGA-AA-3000,2.706920724283906,6.099310882164268,0.3813098388351386,-0.5763927350199953,0.2587271867361631,1.4913786134933902,0.3760168244654844
TCGA-AA-3001,4.678842450743258,4.6427783125075495,-0.2553677770589632,-0.6117026888617039,0.2799560053180098,1.1117794829809498,-0.5817241685014134
TCGA-AA-3002,4.104977579173162,5.02926343217167,-0.06338860491776586,-0.60004136458529,0.24062319857645448,1.7637837411119106,0.5218919963044333
TCGA-AA-3003,5.79329356388918,4.964945196910704,-0.048051552376824354,-0.14978706923142449,0.2746060672082607,1.2794339033248991,0.2654871175746664
TCGA-AA-3004,6.822940745741966,4.555670980959179,-0.1917591147169982,-0.3743740878690347,0.28961247045164906,1.0375173888173146,-0.22318528206901966
TCGA-AA-3005,5.776807114054123,5.227803225832404,-0.34677283746357657,-0.19147006243445297,0.28202473222288227,1.1827844628157589,-0.05705273552675074
TCGA-AA-3006,3.4838742041085893,4.373742904223487,-0.043057329053902665,-0.1279516648732919,0.2898587129101615,1.0170058693683994,-0.5327995305268202
TCGA-AA-3007,3.269098419986275,8.06130502737162,-0.32610113751235986,-0.5438814896600106,0.37843820115379845,0.9759619039109063,-0.09315936342596205
TCGA-AA-3008,3.2136474403783057,6.658833318980888,-0.14734798125528942,-1.0413956183674737,0.3477572004418013,1.1289509932121602,-0.29723726433901726
TCGA-AA-3009,1.6685237217703541,6.559026154096325,0.5289295905281317,-0.3939491774941022,0.3162216634640286,1.2085931648720059,0.23849814049814624
TCGA-AA-3010,3.8706617576086884,5.657240327935829,0.314704333985331,-0.8575569397266527,0.3236988970792258,1.048536118707661,-0.20884137325483043
TCGA-AA-3011,3.8280220163425973,7.4396455404749275,-0.13682533278593034,-0.6100828198994814,0.3652427188131563,0.9943457991628993,-0.03982953593946074
TCGA-AA-3012,3.0381969319177924,5.264176835315797,0.1373897720548124,-0.9112378593027728,0.29967755288806774,1.1819378359098,-0.3953120020302936
TCGA-AA-3013,3.2617589623691763,5.1799038627642595,0.3429592220459483,-0.5250926844115504,0.30047120574067,1.0409512325051935,-0.29926173694407565
TCGA-AA-3014,4.9105779994512355,6.508546229948433,0.2514143200510525,-1.0407006965916705,0.336454750746167,1.0337574758759283,-0.04153660305845066
TCGA-AA-3015,4.304362057662841,6.771677272415082,0.18248274877151677,-0.766316690216363,0.3470965947298477,1.0720975416885405,0.12057114192902539
TCGA-AA-3016,3.7869291421684763,5.26969872451408,-0.05901523504487908,-0.8650444068822085,0.30123416907998557,1.0777167623571304,-0.5769867531260627
TCGA-AA-3017,4.689055598422995,6.139113226886571,0.38767369871544716,-0.5773515441006198,0.339548928585184,1.1460709395460238,0.41172931492050263
TCGA-AA-3018,2.651980441096821,7.06258150414668,0.514669167687464,-0.5668328842862831,0.3013136708574776,1.4951966068792482,0.8021905800177104
TCGA-AA-3019,3.283652968446232,4.965785822385569,0.05525969650025016,-0.5506380138839924,0.27892323041301587,1.1850109410220182,-0.36834370495606
TCGA-AA-3020,3.2405975737199832,5.322045726743124,0.3702703374094319,-0.1155117637138856,0.3184576623638942,1.0183625151687143,-0.01799262068750725
TCGA-AA-3021,4.54634013378321,5.541585143678697,0.39431637360777116,-0.6392832551303647,0.33158389210139927,1.0866149935976193,0.13541102797737828
TCGA-AA-3022,3.3280739799057497,5.182998914361438,0.2218981385591671,-0.98502707105049,0.2991962725507449,1.0989529503246327,-0.4993855940733834
TCGA-AA-3023,2.860280702867246,6.087980044212137,0.23418725745596866,-0.7059863927768344,0.2682502212230331,1.561637491197985,0.4050583377519352
TCGA-AA-3024,3.421986858558519,4.55554401411141,0.5650735706762706,-0.4792716908740715,0.285158471868008,1.0686842823309441,-0.21768634649848972
TCGA-AA-3025,4.291454648030868,5.800844845780947,0.15365259343651294,-1.198571994129977,0.30159162675313766,1.1143466339806016,-0.3879472892097082
TCGA-AA-3026,7.269121399252952,5.959356065278756,-0.25195416196309894,-0.2270213701638859,0.3002898114882723,1.2440119410641954,0.49671028501384873
TCGA-AA-3027,3.3863269973686303,4.752920644997729,0.4439012710546041,-0.42426090620703105,0.27976073133335755,1.1174373497459655,-0.18361496948368408
TCGA-AA-3028,3.945575814836213,7.867872537240775,0.6855840806244673,0.2897320889084587,0.32132049529924683,1.4829427627912757,1.70822580091866
TCGA-AA-3029,4.423329799280888,5.750141265476459,0.528133893689843,-0.5256281406588594,0.31999239158116105,1.1400515495429608,0.33607082638183994
TCGA-AA-3030,4.2188680553060065,5.519955400121825,-0.16831879650389928,-0.7972540344636414,0.3102542521706528,1.1010738632693036,-0.4350968164420875
TCGA-AA-3031,4.506750563186537,5.0463912027384765,-0.16446623810890523,-0.5256053932071039,0.2742124041209467,1.2426351387160828,-0.23524938756376382
TCGA-AA-3032,3.370960563766539,6.150800835515352,0.38679618497098045,-0.6944657280000048,0.28085452714922693,1.5963894446431512,0.7127344653686497
TCGA-AA-3033,4.501231679717545,5.870008639985018,0.3061954460123915,-0.5265930184968015,0.3612662550474992,0.9082888996200191,-0.011125677116872327
